id,revol_bal,revol_util,total_pymnt,total_rec_prncp,total_rec_int,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
1046840,10939,70.30%,26272.2,20000,6272.2,2015-01-01,750.62,2015-01-01
1046854,11222,93.50%,13787.9908,12000,1787.99,2013-03-01,8035.12,2015-09-01
1046890,15279,35.80%,6647.041608,6075,572.04,2014-08-01,916.07,2016-04-01
1046905,11260,78.70%,10228.09,3367.5,5617.19,2013-01-01,691.33,2013-06-01
1046931,830,16.60%,3325.555534,3000,325.56,2013-01-01,2138.92,2016-04-01
1046942,6620,62.50%,6858.690042,6000,858.69,2014-12-01,196.62,2016-05-01
1046950,10909,64.60%,14288.76169,12000,2288.76,2014-12-01,422.04,2014-12-01
1046969,1735,24.10%,13131.62,9058.73,4072.89,2016-05-01,253.06,2016-05-01
1046979,25756,68.10%,41877.70997,30000,11877.71,2016-04-01,6062.45,2016-05-01
1047002,9908,87.70%,12561.16807,11000,1561.17,2013-07-01,2955.55,2016-05-01
1047014,5224,42.10%,6758.660001,6000,758.66,2014-12-01,192.32,2014-12-01
1047018,3007,50.10%,5953.67366,5000,953.67,2014-12-01,176.99,2016-05-01
1047020,27681,47.40%,29289.90908,25000,4289.91,2012-12-01,22273.73,2016-04-01
1047031,5067,67.60%,4214.09,2439.93,1201.42,2012-10-01,280.91,2013-02-01
1047061,9924,27.70%,5872.44,4653.05,894.95,2014-01-01,222.28,2014-06-01
1047067,2429,9.70%,3789.945219,3575,214.95,2012-11-01,2685.07,2015-12-01
1047075,9760,81.30%,28515.48937,21600,6915.49,2014-12-01,806.82,2015-01-01
1047080,10597,63.50%,12001.71063,9750,2251.71,2013-10-01,4741.81,2016-05-01
1047082,29590,83%,18243.75,12925.72,5318.03,2016-05-01,344.57,2016-05-01
1047098,14643,62.30%,15301.61306,13500,1801.61,2013-10-01,6181.99,2013-11-01
1047124,14748,64.90%,6175.557502,5000,1175.56,2014-12-01,182.97,2016-05-01
1047133,337,0.80%,1519.2,1231.42,287.78,2013-04-01,95.26,2016-05-01
1047143,10354,95.90%,5281.32,3304.14,1977.18,2016-05-01,100.04,2016-05-01
1047145,12821,96.40%,11907.34732,10000,1907.35,2014-12-01,352.74,2014-12-01
1047168,15037,91.10%,11246.35163,10625,621.35,2012-06-01,9474.85,2012-06-01
1047209,15471,49.40%,26560.95,17614.41,8946.54,2016-05-01,502.57,2016-05-01
1047216,24194,56.70%,9011.56,8000,1011.56,2014-12-01,256.7,2016-01-01
1047217,5318,51.60%,14261.86255,12000,2261.86,2013-08-01,6400.55,2013-09-01
1047248,51941,93.20%,11699.83,3431.53,6453.97,2012-10-01,989.29,2013-03-01
1047256,32706,11%,9641.952115,8800,841.95,2014-12-01,271.02,2014-12-01
1047260,65029,92.60%,4804,2460.66,1082.34,2013-08-01,177.7,2016-05-01
1047322,12136,44.20%,7600.58,4943.82,2251.94,2013-05-01,423.61,2013-10-01
1047351,7788,93.80%,7210.994994,6000,1210.99,2013-06-01,3592.83,2015-09-01
1047357,28782,88%,35062.12,8325.72,10176.34,2014-02-01,1284.97,2016-05-01
1047368,17948,56.30%,14869.6,6855.54,5607.24,2013-10-01,566.56,2014-03-01
1047379,0,0%,4104.259128,3800,304.26,2013-10-01,1676.62,2013-11-01
1047384,18267,53.70%,23751.38096,20000,3751.38,2014-08-01,3259.41,2015-04-01
1047388,38763,60.60%,23339.05,16557.11,6781.94,2016-05-01,449.15,2016-04-01
1047400,26267,94.10%,15944.54,9976.1,5968.44,2016-05-01,301.99,2016-05-01
1047402,5135,31.50%,5648.356154,5000,648.36,2013-09-01,2435.3,2016-05-01
1047409,8061,63%,1303.62,704.71,295.29,2012-05-01,200.5,2014-06-01
1047427,4723,49.20%,3643.531676,3200,443.53,2013-04-01,2040.13,2015-01-01
1047451,9835,21.50%,31540.56307,28000,3540.56,2014-12-01,888.95,2015-03-01
1047458,24488,75.10%,37604.6315,30000,7604.63,2013-08-01,16598.7,2016-04-01
1047470,2562,43.40%,5800.460782,5000,800.46,2014-12-01,166.92,2016-05-01
1047511,24860,37.60%,17540.31389,16000,1540.31,2014-02-01,5275.78,2014-02-01
1047518,9107,95.90%,12788.85161,10000,2788.85,2014-11-01,724.08,2016-05-01
1047525,8100,91%,12692.85001,8500,4192.85,2016-02-01,2211.26,2016-03-01
1047534,20443,81.80%,23266.61187,20000,3266.61,2013-03-01,16727.61,2016-04-01
1047552,9047,70.10%,2158.31,984.57,1173.74,2012-11-01,196.86,2016-05-01
1047556,17289,87.40%,21175.79,13343.32,7832.47,2016-05-01,399.97,2016-05-01
1047559,849,28.30%,1187.762847,1000,172.76,2014-12-01,35.67,2016-03-01
1047564,13726,64.10%,26318.99,18647.23,7671.76,2016-05-01,497.09,2016-05-01
1047572,5844,12.80%,10366.44568,10000,366.45,2012-08-01,8238.02,2012-09-01
1047604,10736,82%,3291.71,2069.5,882.06,2012-12-01,276.26,2013-04-01
1047606,2188,12.50%,22025.15345,18000,4025.15,2014-04-01,11311.54,2015-03-01
1047612,17522,99%,35626.81531,24250,11376.82,2014-04-01,17453.87,2016-02-01
1047629,14921,86.20%,13138.09776,11325,1813.1,2014-12-01,380.09,2015-12-01
1047638,22928,82.10%,19957.70094,16800,3157.7,2014-03-01,5384.34,2014-03-01
1047639,4852,24.60%,7424.23,5397.05,2027.18,2016-05-01,140.33,2016-05-01
1047644,25482,51.10%,41862.10709,30000,11862.11,2014-07-01,18703.6,2016-05-01
1047650,9330,72.90%,10553.71652,9000,1553.72,2014-12-01,302.86,2016-04-01
1047652,16969,61%,7547.550665,6250,1297.55,2014-12-01,219.96,2014-12-01
1047657,21625,80.40%,24781.8614,22000,2781.86,2014-12-01,697.81,2016-05-01
1047659,20060,59.90%,5548.327303,5000,548.33,2014-02-01,1673.03,2016-03-01
1047665,7849,36.30%,6024.996337,5000,1025,2014-01-01,2088.89,2016-05-01
1047667,7736,5.50%,8753.305067,8000,753.31,2014-08-01,1208.58,2015-02-01
1047704,6441,59.10%,10126.08844,8500,1626.09,2014-12-01,581.59,2015-01-01
1047705,16219,74.70%,40355.68997,28100,12255.69,2015-07-01,1406.29,2015-07-01
1047711,5355,84.60%,16209.5065,15000,1209.51,2012-07-01,1519.42,2012-07-01
1047727,11338,93.70%,11437.26001,9000,2437.26,2014-12-01,323.5,2014-12-01
1047743,23624,60.10%,33356.35647,25000,8356.36,2014-03-01,17019.44,2016-05-01
1047748,54340,83.30%,44645.1124,35000,9645.11,2013-04-01,30045.31,2016-05-01
1047765,4808,23.90%,36682.2077,35000,1682.21,2012-03-01,34852.54,2012-03-01
1047771,0,0%,16896.71001,15000,1896.71,2014-12-01,480.04,2014-12-01
1047779,19176,82.70%,26626.15915,24000,2626.16,2013-12-01,9112.91,2015-07-01
1047813,6764,87.80%,5784.347005,5200,584.35,2013-05-01,3108.88,2016-05-01
1047832,10024,87.20%,7905.19128,6800,1105.19,2014-04-01,1932.31,2014-08-01
1047885,7801,70.30%,23735.99273,20000,3735.99,2013-02-01,17241.82,2013-02-01
1047889,34759,74.30%,31869.37851,25600,6269.38,2014-03-01,8521.18,2014-03-01
1047906,3354,45.30%,4677.641708,4000,677.64,2014-08-01,475.63,2016-05-01
1047910,12184,81.80%,14288.76169,12000,2288.76,2014-12-01,415.65,2015-10-01
1047935,952,12.40%,18256.41891,16000,2256.42,2013-04-01,12964.51,2016-05-01
1047952,3839,21.40%,16347.65998,13000,3347.66,2015-11-01,3668.22,2015-11-01
1047954,32010,70%,16377.11367,14000,2377.11,2014-08-01,2251.4,2016-02-01
1047966,1744,16%,8906.790299,8000,906.79,2014-06-01,1049,2014-07-01
1047970,6899,50%,4811.732767,4000,811.73,2014-12-01,143.72,2016-04-01
1047982,28980,93.20%,22856.2,10882.04,11974.16,2014-12-01,653.07,2016-05-01
1047987,4479,7.70%,10439.29849,8250,2189.3,2013-12-01,6046.08,2013-12-01
1047994,8467,48.10%,20509.70002,15000,5509.7,2016-02-01,3600.78,2016-02-01
1048015,18531,85.90%,18688.83,13247.91,5440.92,2016-05-01,375.21,2016-04-01
1048016,19945,64.60%,20699.61,11110.47,7603.25,2014-08-01,585.22,2015-01-01
1048026,38002,87.80%,9566.419999,7800,1736.42,2015-01-01,24.91,2016-05-01
1048044,0,0%,7809.5446,6500,1309.54,2014-02-01,2309.77,2014-10-01
1048051,955,6.40%,15265.65,7784.06,5649.51,2013-05-01,790.82,2013-02-01
1048064,25631,69.50%,43427.48,29517.82,13909.66,2016-05-01,819.3,2016-05-01
1048070,24736,92.60%,3664.42,3000,664.42,2014-12-01,106.03,2016-03-01
1048075,10250,19.90%,22106.61,20000,2106.61,2014-12-01,633.25,2014-12-01
1048083,8322,15.80%,9651.58,4462.18,5176.67,2013-01-01,742.45,2016-05-01
1048110,16232,60.30%,10970.4,9925,1045.4,2014-12-01,317.53,2014-12-01
1048116,14644,93.90%,7140.302783,6300,840.3,2013-10-01,2879.74,2016-05-01
1048132,18786,73.10%,10730.86,9250,1480.86,2014-12-01,310.59,2014-12-01
1048140,2689,14.60%,3204.449966,3000,204.45,2012-12-01,2174.26,2012-12-01
1048151,10220,17.40%,10956.77596,10000,956.78,2014-12-01,307.88,2016-05-01
1048161,11572,24.90%,18194.22552,15000,3194.23,2013-09-01,7672.02,2016-05-01
1048162,13006,88.50%,6636.081911,5500,1136.08,2014-10-01,562.86,2016-04-01
1048164,5129,91.60%,12214.92,10000,2214.92,2014-12-01,354.72,2016-04-01
1048214,19467,91.70%,12649.36,10000,2649.36,2014-12-01,373.09,2016-05-01
1048215,54079,41.20%,20788.45,15040.91,5720.57,2014-04-01,27.62,2016-04-01
1048248,7904,86.80%,10821.75723,9000,1821.76,2014-07-01,1782.99,2016-02-01
1048279,6631,25.40%,4348.288927,4000,348.29,2012-10-01,3162.89,2016-05-01
1048307,18197,91.90%,18974.13001,15000,3974.13,2014-12-01,548.48,2016-05-01
1048310,15147,61.10%,27465.76315,22000,5465.76,2013-08-01,17138.23,2013-08-01
1048315,7466,49.80%,7819.169994,6500,1319.17,2014-12-01,228.63,2016-05-01
1048336,3859,21.60%,7411.476617,6325,1086.48,2014-10-01,619.05,2014-10-01
1048337,20796,59.80%,2928.24,2178.24,750,2012-06-01,488.6,2016-05-01
1048362,2167,45.10%,12501.22545,12000,501.23,2012-06-01,10598.86,2014-03-01
1048372,5368,81.30%,7252.65,4460.89,2791.76,2016-05-01,137.23,2016-05-01
1048390,11745,77.80%,26034.66002,18000,8010.86,2014-10-01,10783.73,2014-10-01
1048392,6565,69.10%,12527.15,10000,2527.15,2014-12-01,371.66,2015-02-01
1048395,14491,19.70%,23047.24621,21000,2047.25,2013-09-01,10000.95,2013-09-01
1048407,11485,54.20%,6037.78,6000,37.78,2012-01-01,6038.12,2012-01-01
1048423,20054,88%,11794.83278,10000,1794.83,2014-04-01,2880.71,2016-05-01
1048435,10791,43.80%,1464.535814,1325,139.54,2014-12-01,43.59,2016-05-01
1048475,7505,94.90%,9294.576789,8000,1294.58,2013-02-01,5627.04,2016-01-01
1048482,16788,71.40%,26192.71,15302.64,10890.07,2016-05-01,494.57,2016-05-01
1048519,27533,45.30%,7035.82,6000,1035.82,2014-12-01,200.71,2016-05-01
1048526,8546,79.70%,2022.66,1373.86,498.22,2013-03-01,134.18,2014-08-01
1048535,27282,79.10%,12125.52,10411.99,1438.82,2014-07-01,382.67,2014-12-01
1048550,9495,66.90%,11667.53758,10000,1667.54,2013-12-01,4073.75,2016-05-01
1048558,3183,55.80%,8334.173498,8000,334.17,2012-06-01,7066.28,2012-06-01
1048572,10928,49.40%,1638.7,493.24,744.76,2012-04-01,311.49,2012-09-01
1048621,17574,57.20%,9427.32,5382.07,4045.25,2012-12-01,786.01,2016-05-01
1048624,9058,43.50%,21311.85,13325.37,7986.48,2016-05-01,402.65,2016-05-01
1048647,3144,61.60%,4130.105861,3250,880.11,2014-12-01,117.6,2016-05-01
1048659,16398,65.30%,14525.26,6468.14,6290.65,2015-01-01,100,2016-05-01
1048666,3762,59.70%,7737.310001,7000,737.31,2014-12-01,229.17,2015-07-01
1048681,12103,71.60%,19608.92,11566.93,8041.99,2016-05-01,370.22,2016-05-01
1048690,1155,48.10%,4940.45,4000,940.45,2014-12-01,146.54,2016-01-01
1048692,0,62.31%,7999.141468,6500,1499.14,2014-11-01,136,2014-11-01
1048710,27126,67.10%,1511.74,583.15,560.51,2012-07-01,163.86,2012-12-01
1048727,18667,71.80%,27523.99,18535.27,8988.72,2016-05-01,519.35,2016-05-01
1048797,19092,71.20%,3608.819999,3000,608.82,2014-12-01,107.65,2016-05-01
1048800,8514,34.80%,6071.215355,5600,471.22,2013-05-01,3263.76,2013-05-01
1048806,37503,40.40%,41714.17496,35000,6714.17,2013-11-01,24713.99,2013-11-01
1048813,26863,47.80%,34886.45,25000,9886.45,2015-12-01,7148.46,2015-12-01
1048835,25685,52.60%,32318.90299,24000,8318.9,2016-05-01,60.97,2016-05-01
1048862,0,0%,7799.378674,7500,299.38,2012-07-01,5878.47,2013-10-01
1048874,12007,94.50%,6005.4,4459.55,1545.85,2013-03-01,400.99,2016-05-01
1048877,3578,21.40%,5774.108741,4800,974.11,2014-12-01,165.85,2016-05-01
1048881,7326,31.80%,8399.889999,7500,899.89,2014-12-01,244,2016-05-01
1048887,9046,28.80%,24396.79,908.03,1678.45,2012-05-01,647.39,2016-05-01
1048906,15755,43.60%,22101.15033,20400,1701.15,2012-09-01,18507.15,2015-05-01
1048911,24605,74.10%,25587.6,20000,5587.6,2014-12-01,735.4,2014-12-01
1048917,12063,71.10%,13430.29993,12000,1430.3,2014-04-01,3297.65,2016-05-01
1048930,11224,59.70%,12174.1,8446.88,3727.22,2016-05-01,230.05,2016-05-01
1048931,8241,40.20%,17559.94001,13200,4359.94,2015-09-01,4459.14,2015-09-01
1048941,9752,36.10%,13263.96,12000,1263.96,2014-12-01,380.79,2015-09-01
1048949,28856,62.90%,40977.5,29782.13,11195.37,2016-05-01,773.44,2016-05-01
1048973,13779,68.90%,23650.46001,18000,5650.46,2016-01-01,4557.5,2016-02-01
1048982,11551,84.50%,24622.43978,20000,4553.46,2014-04-01,5940.09,2016-05-01
1048987,6314,30.20%,10914.5964,10000,914.6,2014-05-01,2397.37,2014-05-01
1049007,4632,16.80%,14833.34934,13000,1833.35,2013-04-01,10531.72,2013-05-01
1049026,12235,63.20%,9467.360004,7400,2067.36,2014-12-01,275.35,2015-01-01
1049033,8821,60.40%,11129.59,8000,3129.59,2016-02-01,1953.36,2016-02-01
1049053,2037,47.40%,24301.52997,17900,6401.53,2015-06-01,7549.96,2016-05-01
1049079,25974,43.90%,33386.66092,31300,2086.66,2012-04-01,30886.74,2012-04-01
1049124,29274,38.40%,6574.052163,6000,574.05,2014-12-01,184.2,2016-04-01
1049128,4362,28.50%,5188.179224,4300,888.18,2014-10-01,441.17,2016-04-01
1049134,7553,87.70%,6079.366578,5000,1079.37,2014-11-01,120.61,2016-05-01
1049157,22109,14.30%,14075.74944,13150,925.75,2013-06-01,7274.03,2013-06-01
1049180,11362,34.60%,3151.1,2650.07,501.03,2012-10-01,315.49,2016-05-01
1049201,9047,98.30%,7895.07,2485.89,3119.37,2013-07-01,36.97,2013-11-01
1049214,4481,28%,13749.19919,12600,1149.2,2012-08-01,11689.31,2016-05-01
1049215,4326,41.20%,5853.689288,5300,553.69,2013-02-01,3614.11,2014-05-01
1049225,28958,65.70%,1024.4,708.82,215.19,2013-05-01,52,2013-06-01
1049226,2979,8.40%,35361.24996,28000,7361.25,2016-02-01,6270.93,2016-02-01
1049271,10980,94.70%,1213.78,1200,13.78,2012-01-01,1213.83,2015-09-01
1049276,6110,16.40%,13148.13786,12000,1148.14,2014-12-01,367.86,2016-02-01
1049278,4690,11.90%,5081.06,5000,81.06,2012-03-01,4775.5,2014-11-01
1049279,106406,45.60%,40009.00999,35000,5009.01,2014-12-01,1121.57,2014-12-01
1049310,3356,33.60%,7916.025926,7500,416.03,2012-10-01,5822.64,2016-02-01
1049352,2171,27.80%,7276.236207,6600,676.24,2013-04-01,4304.99,2016-05-01
1049353,9012,71%,10407.13,8875,1532.13,2014-12-01,295.97,2014-12-01
1049360,13029,51.50%,28086.82182,27600,486.82,2012-02-01,27495.16,2014-04-01
1049385,12281,71.90%,10584.88288,10000,584.88,2012-06-01,8917.25,2015-12-01
1049393,12609,17.50%,13889.76035,12000,1889.76,2014-08-01,1911.29,2014-08-01
1049409,43627,68.60%,25730.64,16759.74,8970.9,2016-05-01,485.94,2016-04-01
1049522,27828,59.70%,23514.32,15442.23,8042.19,2015-04-01,602.99,2016-05-01
1049524,9141,63%,25739.75997,18825,6914.76,2016-02-01,4519.33,2016-02-01
1049528,16447,46.30%,15169.30547,12800,2369.31,2013-11-01,9242.39,2013-11-01
1049553,26781,25.60%,5156.46,2053.76,3102.7,2012-09-01,573.18,2016-05-01
1049562,0,0%,9632.66,3537.29,4975.13,2013-02-01,608.21,2013-07-01
1049595,11200,83%,17468.77541,12650,4818.78,2014-09-01,7367.08,2016-05-01
1049632,11530,50.50%,20880.6999,18000,2880.7,2014-03-01,5646.97,2014-04-01
1049647,15348,85.70%,7245.680001,6000,1245.68,2014-12-01,213.86,2016-02-01
1049675,6689,31.40%,6195.454166,5500,695.45,2014-12-01,175.3,2014-12-01
1049691,1625,4.40%,2607.36,2218.55,388.81,2013-09-01,124.45,2016-05-01
1049802,4926,64%,3942.553607,3500,442.55,2014-12-01,113.37,2016-01-01
1049803,4683,22.40%,9063.720001,8200,863.72,2014-12-01,262.75,2014-12-01
1049832,142,1.90%,12105.14612,9400,2705.15,2014-03-01,6278.82,2014-04-01
1049844,20844,77.50%,11318.79741,9250,2068.8,2014-03-01,3029.59,2016-05-01
1049899,13119,73.70%,6472.309999,5200,1257.31,2014-12-01,183.86,2014-12-01
1049924,21153,80.30%,13274.97883,10800,2474.98,2014-07-01,2178.15,2016-05-01
1049936,7130,62.50%,5863.147011,4999.99,863.16,2014-12-01,167.99,2016-05-01
1049941,24864,59.30%,39418.79999,35000,4418.8,2014-11-01,2188.94,2014-11-01
1049945,35726,80.90%,4811.74,4000,811.74,2014-12-01,137.79,2014-12-01
1049969,9693,71.30%,6879.890001,6000,864.89,2014-12-01,189.83,2014-12-01
1049982,124744,51.90%,46605.80997,35000,11605.81,2015-12-01,4098.71,2016-05-01
1049998,17350,73.20%,22523.20004,15000,7523.2,2015-11-01,4907.5,2016-04-01
1050007,10581,32.30%,12052.44014,11000,1052.44,2014-12-01,336.98,2016-05-01
1050014,3564,3.80%,21181.83,15461.81,5720.02,2015-12-01,442.15,2016-05-01
1050039,5154,36.80%,10813.89584,9600,1213.9,2014-12-01,304.49,2016-05-01
1050042,14117,68.10%,12343.46,11000,1326.35,2015-02-01,14.85,2016-05-01
1050056,658,24.40%,7893.41,4928.93,2964.48,2016-05-01,151.87,2016-05-01
1050062,2594,68.30%,27174.68489,25000,2174.68,2012-05-01,24454.38,2016-05-01
1050080,15502,70.10%,2321.34,2004.17,306.88,2013-09-01,110.54,2016-05-01
1050101,25261,50.20%,23148.63001,17350,5798.63,2015-10-01,5507.73,2015-11-01
1050137,3017,53.90%,3180.780352,3000,180.78,2012-06-01,2845.08,2012-07-01
1050139,1821,16.10%,3538.183811,3500,38.18,2012-02-01,3431.59,2012-02-01
1050143,25082,80.80%,1501.91,847.91,358.03,2012-06-01,201.27,2012-11-01
1050177,13221,63.80%,12214.92,10000,2214.92,2014-12-01,346.29,2016-05-01
1050195,3992,66.50%,7622.109999,6500,1122.11,2014-12-01,217.49,2015-07-01
1050212,18354,74%,19944.40999,16500,3444.41,2015-02-01,589.17,2016-02-01
1050213,9780,65.80%,10553.72,9000,1553.72,2014-12-01,305.19,2016-05-01
1050216,41,0.70%,37424.3433,35000,2424.34,2012-06-01,33330.57,2012-06-01
1050226,131949,75.20%,41145.36997,31000,10145.37,2014-12-01,1151.99,2016-05-01
1050229,33634,96.40%,3195.91,1725.63,1018.45,2012-08-01,343.56,2013-02-01
1050244,22733,47.10%,22528.97,20000,2528.97,2014-12-01,634.99,2015-04-01
1050245,22095,61%,25432.12003,18000,7432.12,2015-11-01,5616.24,2016-05-01
1050256,12193,57.50%,24243.54991,14650,9593.55,2016-04-01,3459.01,2016-05-01
1050278,5300,28.20%,32933.06,25000,7933.06,2016-03-01,5310.06,2016-02-01
1050287,6575,27.70%,7240.581906,6500,740.58,2013-11-01,208.58,2013-11-01
1050309,10326,59.30%,14336.06373,12000,2336.06,2013-09-01,6064.7,2013-10-01
1050329,37725,75%,5780.42,1828.29,2966.49,2012-07-01,799.84,2012-11-01
1050340,17831,32.80%,3834.858171,3500,334.86,2014-12-01,108.39,2014-12-01
1050377,21584,64.80%,18114.79,14000,4114.79,2014-12-01,519.68,2014-12-01
1050454,9278,69.30%,11353.8122,10000,1353.81,2013-08-01,5173.39,2016-05-01
1050460,2885,58.90%,7669.749882,7000,669.75,2014-12-01,215.31,2014-12-01
1050511,17536,62.30%,12225.67202,11000,1225.67,2014-03-01,3342.56,2014-04-01
1050520,6914,44.90%,15792.53998,12000,3792.54,2016-02-01,2798.72,2016-03-01
1050535,25426,92.10%,30705.06003,24000,6705.06,2014-12-01,885.9,2016-05-01
1050591,11317,54%,4642.380001,4200,442.38,2014-12-01,142.73,2015-02-01
1050642,21852,21.30%,4186.923804,3800,386.92,2014-06-01,813.04,2014-06-01
1050656,20665,61.70%,28346.97032,25000,3346.97,2012-09-01,23204.71,2012-09-01
1050657,23149,72.60%,10639.87,9500,1139.87,2014-12-01,306.28,2014-12-01
1050681,15505,73.90%,14184.80993,12000,2184.81,2013-07-01,6739.46,2013-07-01
1050684,3763,28.70%,7992.007349,7000,992.01,2014-09-01,886.05,2016-04-01
1050689,0,0%,20127.08704,12625,7502.09,2016-03-01,88.58,2016-03-01
1050697,5889,36.80%,5597.19,5000,597.19,2014-10-01,471.58,2014-12-01
1050706,5898,45%,10446.60294,10000,446.6,2012-03-01,9722.92,2016-03-01
1050726,2021,42.10%,5367.481335,5000,367.48,2012-10-01,3920.11,2016-05-01
1050758,8464,67.70%,16416.88,14000,2416.88,2014-12-01,468.32,2014-12-01
1050827,11712,29.20%,10079.9,9000,1079.9,2014-12-01,295.64,2015-10-01
1050833,758,58.30%,1252.695555,1000,252.7,2014-12-01,34.69,2016-05-01
1050886,15099,66.50%,12127.1875,10000,2127.19,2013-10-01,7342.96,2013-10-01
1050893,8887,96.60%,7217.640002,6000,1217.64,2014-12-01,206.08,2015-01-01
1050905,31994,93.50%,2514.92,1358.51,889.91,2013-05-01,132.59,2013-10-01
1050914,481,6.40%,6033.4,6000,33.4,2012-01-01,6034.17,2012-01-01
1050920,11684,31.20%,4762.9,4000,762.9,2014-12-01,146.58,2014-12-01
1050921,8644,91%,5135.57,3841.27,1116.26,2014-05-01,171.55,2014-10-01
1050926,21282,58.80%,12029.45,10000,2029.45,2014-12-01,342.86,2015-08-01
1050934,3272,26.80%,1616.88,1114.76,250.44,2012-08-01,171.11,2013-02-01
1050962,27710,57.10%,6944.883454,6000,944.88,2014-08-01,958.98,2014-08-01
1050965,11931,75.90%,12029.45,10000,2029.45,2014-12-01,346.13,2014-12-01
1050977,10640,21.20%,3142.562914,3000,142.56,2012-08-01,1573.85,2016-03-01
1050978,4947,89.90%,9011.557494,8000,1011.56,2014-12-01,254.92,2014-12-01
1050995,13871,84.10%,8162.16,3137.29,5024.87,2012-12-01,680.28,2016-04-01
1051000,84099,85.60%,12024.20502,10000,2024.21,2014-07-01,1976.8,2016-05-01
1051011,2282,21.50%,13110.11184,12000,1110.11,2014-06-01,2522.6,2015-12-01
1051018,26479,71.20%,11893.58145,10000,1893.58,2013-09-01,5041.96,2016-03-01
1051020,2142,14.30%,2429.09818,2125,304.1,2014-12-01,70.58,2014-12-01
1051045,8646,40.60%,9922.74,6337.07,3585.67,2016-05-01,187.95,2016-05-01
1051048,12246,70%,16600.16,9811.07,5944.27,2015-08-01,358.98,2016-03-01
1051063,3937,48.60%,11431.12,10000,1431.12,2014-12-01,327.95,2015-09-01
1051079,4699,75.40%,1031.05,713.72,221,2013-01-01,78.18,2013-05-01
1051094,1384,2.70%,7737.310001,7000,737.31,2014-12-01,227.79,2016-05-01
1051117,2219,13.40%,16241.38,14000,2241.38,2015-01-01,457.91,2016-04-01
1051124,15197,88.70%,6219.3,2471.52,2671.53,2012-12-01,938.64,2013-05-01
1051151,12153,59%,17671.85627,15000,2671.86,2013-09-01,11052.87,2013-10-01
1051152,10590,55.70%,5429.684156,5000,429.68,2013-02-01,254.04,2016-05-01
1051159,12208,56.30%,16591.3245,12600,3991.32,2014-10-01,6871.67,2016-05-01
1051186,16852,65.30%,2235.36,1387.04,514.24,2012-08-01,238.15,2013-02-01
1051194,6070,85.50%,8942.030002,7000,1942.03,2015-07-01,61.27,2016-05-01
1051204,6264,65.20%,9263.379997,7500,1763.38,2014-12-01,272.21,2014-12-01
1051225,1139,17.10%,4826.95,4000,811.95,2015-01-01,139.62,2015-10-01
1051228,10040,14.70%,6916.9,5709.32,1207.58,2016-05-01,121.38,2016-05-01
1051236,1284,75.50%,7396.277036,6000,1396.28,2014-09-01,821.41,2016-05-01
1051297,20212,74%,5485.142961,5000,485.14,2013-02-01,3394.07,2013-03-01
1051321,11229,54.50%,6139.120001,5450,689.12,2014-12-01,174.91,2016-01-01
1051325,1918,54.80%,6907.682756,6000,907.68,2013-02-01,4200.64,2016-05-01
1051328,15317,20.30%,10954.63,10000,954.63,2014-12-01,287.5,2014-12-01
1051341,16908,73.50%,11600.98,10000,1600.98,2014-12-01,334.9,2015-04-01
1051349,3926,51.70%,1418.37,605.5,560.7,2012-11-01,117.05,2013-03-01
1051355,6347,81.60%,2587.54,1532.7,783.52,2012-11-01,210.83,2013-04-01
1051404,2104,5.20%,3776.707049,3500,276.71,2012-10-01,2752.67,2016-05-01
1051409,3953,48.30%,11600.98,10000,1600.98,2015-01-01,330.25,2015-01-01
1051410,4763,36.90%,3881.86,3091.94,789.92,2014-05-01,134.18,2016-05-01
1051412,10374,94.30%,17879.43999,12000,5879.44,2015-07-01,4909.58,2015-07-01
1051433,11694,88.90%,12417.84,10000,2417.84,2014-12-01,350.09,2015-07-01
1051434,11267,93.10%,9219.109997,7125,2094.11,2014-12-01,266,2014-12-01
1051442,1524,21.20%,4048.28,2854.22,1003.39,2013-07-01,407.18,2013-12-01
1051447,5050,80.20%,12883.33,10000,2883.33,2014-12-01,368.93,2016-05-01
1051458,6131,19%,9993.413056,9000,993.41,2012-12-01,6678.71,2015-11-01
1051470,3808,97.60%,1221.41912,1000,221.42,2014-12-01,36.33,2014-12-01
1051471,13938,42.90%,13380.5,2950.75,1315.4,2012-07-01,610.75,2012-12-01
1051488,31505,73.10%,6999.835828,6500,499.84,2012-12-01,4732.99,2012-12-01
1051492,10574,55.70%,14071.62999,12000,2071.63,2014-12-01,407.13,2016-05-01
1051502,9968,40.90%,6449.459998,5500,949.46,2014-12-01,185.63,2016-05-01
1051506,4672,2.60%,5134.444029,5000,134.44,2012-08-01,63.62,2012-08-01
1051508,14916,78.90%,20541.2341,13900,6641.23,2014-09-01,8438.57,2014-10-01
1051513,20659,97%,24620.00302,18975,5645,2013-08-01,15089.48,2016-02-01
1051548,28948,43.10%,41887.72,29675.95,12211.77,2016-05-01,790.82,2016-05-01
1051570,1718,9.80%,5984.863036,5400,584.86,2013-11-01,2271.9,2013-11-01
1051586,2093,36.70%,13505.47046,12000,1505.47,2013-01-01,8628.82,2015-02-01
1051591,0,0%,4387.49,3257.79,857.57,2013-04-01,257.8,2013-09-01
1051609,10201,91.10%,1101.48,659.04,332.72,2012-11-01,90.48,2013-04-01
1051652,13034,64.30%,13374.78266,12000,1374.78,2012-09-01,9968.66,2012-09-01
